target,slug,county_code,county_name,district_code,school_code,charter_code,ada,high_needs,y201415,y201516,y202021,floor_targ_caveat
FAME Public Charter,fame-public-charter,01,Alameda,10017,0109835,0728,1052,0.73,7562,8652,10683,FALSE
Family First Charter,family-first-charter,19,Los Angeles,64352,0128488,1558,351,0.42,8662,9119,10540,FALSE
Family Partnership Home Study Charter,family-partnership-home-study-charter,42,Santa Barbara,69112,0111773,0763,336,0.59,7242,8263,10183,FALSE
Fammatre Elementary,fammatre-elementary,43,Santa Clara,69385,6046445,0638,544,0.29,6522,7320,8910,FALSE
Farmersville Unified,farmersville-unified,54,Tulare,75325,0000000,,2514,0.92,8233,9592,11999,FALSE
Farnham Charter,farnham-charter,43,Santa Clara,69385,6046452,0574,522,0.29,6551,7324,8888,FALSE
Feaster (Mae L.) Charter,feaster-mae-l-charter,37,San Diego,68023,6037956,0121,1138,0.93,7553,8363,10072,FALSE
Feather Falls Union Elementary,feather-falls-union-elementary,04,Butte,61440,0000000,,10,0.82,18767,19181,21355,FALSE
Fenton Avenue Charter,fenton-avenue-charter,19,Los Angeles,64733,6017016,0030,741,0.87,7958,8886,10774,FALSE
Fenton Primary Center,fenton-primary-center,19,Los Angeles,64733,0115048,0911,797,0.90,8071,9242,11418,FALSE
Ferndale Unified,ferndale-unified,12,Humboldt,75374,0000000,,488,0.44,8341,9119,10364,FALSE
Fieldbrook Elementary,fieldbrook-elementary,12,Humboldt,62794,0000000,,150,0.39,7068,7674,8969,FALSE
Fillmore Unified,fillmore-unified,56,Ventura,72454,0000000,,3666,0.81,7692,9062,11413,FALSE
Firebaugh-Las Deltas Unified,firebaugh-las-deltas-unified,10,Fresno,73809,0000000,,2257,0.93,8179,9640,12144,FALSE
Five Keys Adult School (SF Sheriff's),five-keys-adult-school-sf-sheriffs,38,San Francisco,68478,0118133,1029,117,0.04,7513,8209,9784,FALSE
Five Keys Charter (SF Sheriff's),five-keys-charter-sf-sheriffs,38,San Francisco,68478,0101774,0567,372,0.11,7578,8304,9922,FALSE
Five Keys Independence HS (SF Sheriff's),five-keys-independence-hs-sf-sheriffs,38,San Francisco,68478,0118141,1028,1038,0.13,7571,8324,9970,FALSE
Flournoy Union Elementary,flournoy-union-elementary,52,Tehama,71530,0000000,,30,0.60,10241,10788,12473,FALSE
Folsom Cordova K-8 Community Charter,folsom-cordova-k-8-community-charter,34,Sacramento,67330,0106757,0650,145,0.09,6344,6994,8396,FALSE
Folsom-Cordova Unified,folsom-cordova-unified,34,Sacramento,67330,0000000,,18420,0.38,6992,7817,9477,FALSE
Fontana Unified,fontana-unified,36,San Bernardino,67710,0000000,,38697,0.87,7878,9326,11791,FALSE
Forest Charter,forest-charter,29,Nevada,10298,0126219,1427,707,0.47,7262,8118,9851,FALSE
Forest Hill Elementary,forest-hill-elementary,43,Santa Clara,69393,6046577,0997,617,0.27,6533,7323,8903,FALSE
Forest Ranch Charter,forest-ranch-charter,04,Butte,61424,0118042,1019,126,0.42,6867,7538,9019,FALSE
Foresthill Union Elementary,foresthill-union-elementary,31,Placer,66837,0000000,,379,0.42,7374,8081,9594,FALSE
Forestville Academy,forestville-academy,49,Sonoma,70680,0112987,0842,245,0.49,6672,7433,8996,FALSE
Forks of Salmon Elementary,forks-of-salmon-elementary,47,Siskiyou,70292,0000000,,12,0.78,16134,16754,18965,FALSE
Fort Bragg Unified,fort-bragg-unified,23,Mendocino,65565,0000000,,1668,0.71,8190,9073,10911,FALSE
Fort Sage Unified,fort-sage-unified,18,Lassen,75036,0000000,,148,0.80,12175,13001,15135,FALSE
Fortuna Elementary,fortuna-elementary,12,Humboldt,76802,0000000,,1124,0.73,7455,8459,10369,FALSE
Fortuna Union High,fortuna-union-high,12,Humboldt,62810,0000000,,1041,0.48,8099,8998,10846,FALSE
Fortune,fortune,34,Sacramento,10348,0124651,1313,838,0.84,7233,8469,10633,FALSE
Fountain Valley Elementary,fountain-valley-elementary,30,Orange,66498,0000000,,6193,0.30,6551,7328,8885,FALSE
Fowler Unified,fowler-unified,10,Fresno,62158,0000000,,2375,0.78,7924,9118,11283,FALSE
Franklin Elementary,franklin-elementary,51,Sutter,71381,0000000,,470,0.30,6600,7351,8886,FALSE
Franklin-McKinley Elementary,franklin-mckinley-elementary,43,Santa Clara,69450,0000000,,8270,0.88,7918,9185,11424,FALSE
Frederick Douglass Academy Elementary,frederick-douglass-academy-elementary,19,Los Angeles,64733,0117952,1037,231,0.91,7689,8908,11100,FALSE
Frederick Douglass Academy High,frederick-douglass-academy-high,19,Los Angeles,64733,0112557,0833,234,0.70,8229,9485,11775,FALSE
Frederick Douglass Academy Middle,frederick-douglass-academy-middle,19,Los Angeles,64733,0112433,0814,241,0.82,7267,8430,10514,FALSE
Fremont Unified,fremont-unified,01,Alameda,61176,0000000,,33029,0.31,7125,7842,9389,FALSE
French Gulch-Whiskeytown Elementary,french-gulch-whiskeytown-elementary,45,Shasta,69997,0000000,,34,0.77,10067,10737,12506,FALSE
Freshwater Charter Middle,freshwater-charter-middle,12,Humboldt,62828,6116289,0173,51,0.19,6537,7129,8486,FALSE
Freshwater Elementary,freshwater-elementary,12,Humboldt,62828,0000000,,271,0.29,7073,7702,9127,FALSE
Fresno Academy for Civic and Entrepreneurial Leadership,fresno-academy-for-civic-and-entrepreneurial-leadership,10,Fresno,62166,0115196,0875,63,0.56,8065,8965,10830,FALSE
Fresno Unified,fresno-unified,10,Fresno,62166,0000000,,66674,0.87,8118,9419,11736,FALSE
Fruitvale Elementary,fruitvale-elementary,15,Kern,63479,0000000,,3208,0.39,6700,7449,8998,FALSE
Fuente Nueva Charter,fuente-nueva-charter,12,Humboldt,62679,0109975,0744,109,0.38,6982,7628,9091,FALSE
Fullerton Elementary,fullerton-elementary,30,Orange,66506,0000000,,13564,0.52,6873,7681,9303,FALSE
Fullerton Joint Union High,fullerton-joint-union-high,30,Orange,66514,0000000,,13988,0.49,8216,9012,10765,FALSE
Fusion Charter,fusion-charter,50,Stanislaus,75739,0131185,1695,105,0.98,7915,9392,11901,FALSE
Futures High,futures-high,34,Sacramento,76505,0101832,0560,403,0.89,8871,10380,13026,FALSE
Gabriella Charter,gabriella-charter,19,Los Angeles,64733,0108886,0713,423,0.90,7608,8794,10939,FALSE
Galt Joint Union Elementary,galt-joint-union-elementary,34,Sacramento,67348,0000000,,3650,0.66,7211,8124,9909,FALSE
Galt Joint Union High,galt-joint-union-high,34,Sacramento,67355,0000000,,2203,0.58,8124,9126,11103,FALSE
Garden Grove Unified,garden-grove-unified,30,Orange,66522,0000000,,46023,0.80,7826,9105,11369,FALSE
Garfield Elementary,garfield-elementary,12,Humboldt,62836,0000000,,55,0.21,8251,8590,8761,FALSE
Garr Academy of Math and Entrepreneurial Studies,garr-academy-of-math-and-entrepreneurial-studies,19,Los Angeles,64733,0112334,0829,153,0.96,8315,9334,11260,FALSE
Garvey Elementary,garvey-elementary,19,Los Angeles,64550,0000000,,5113,0.89,7663,8943,11197,FALSE
Gateway College and Career Academy,gateway-college-and-career-academy,33,Riverside,10330,0128777,1602,148,0.67,7765,9152,11544,FALSE
Gateway High,gateway-high,38,San Francisco,68478,3830437,0141,466,0.41,7834,8706,10516,FALSE
Gateway International,gateway-international,34,Sacramento,67447,0128124,1563,427,0.92,7369,8195,9904,FALSE
Gateway Middle,gateway-middle,38,San Francisco,68478,0123265,1267,295,0.38,6639,7279,8701,FALSE
Gateway to College Academy,gateway-to-college-academy,49,Sonoma,70862,0128157,1541,43,0.48,8124,8904,10639,FALSE
Gateway Unified,gateway-unified,45,Shasta,75267,0000000,,2386,0.75,8294,9332,11342,FALSE
Gazelle Union Elementary,gazelle-union-elementary,47,Siskiyou,70318,0000000,,35,0.73,10069,10743,12514,FALSE
George Ellery Hale Charter Academy,george-ellery-hale-charter-academy,19,Los Angeles,64733,6061477,1346,1906,0.27,6497,7132,8533,FALSE
George Washington Carver School of Arts and Science,george-washington-carver-school-of-arts-and-science,34,Sacramento,67439,0101899,0588,279,0.49,7878,8797,10666,FALSE
George Washington Charter,george-washington-charter,33,Riverside,67058,6031959,0052,835,0.40,6610,7445,9086,FALSE
Gerber Union Elementary,gerber-union-elementary,52,Tehama,71548,0000000,,389,0.88,8182,9374,11543,FALSE
Germain Academy For Academic Achievement,germain-academy-for-academic-achievement,19,Los Angeles,64733,6017263,1467,505,0.53,6731,7602,9296,FALSE
Gilroy Prep,gilroy-prep,43,Santa Clara,69484,0123760,1278,351,0.65,7027,7914,9658,FALSE
Gilroy Unified,gilroy-unified,43,Santa Clara,69484,0000000,,10901,0.59,7310,8305,10181,FALSE
Glacier High School Charter,glacier-high-school-charter,20,Madera,76414,2030237,0479,102,0.36,7638,8565,10418,FALSE
Glendale Unified,glendale-unified,19,Los Angeles,64568,0000000,,25207,0.56,7227,8107,9856,FALSE
Glendora Unified,glendora-unified,19,Los Angeles,64576,0000000,,7510,0.29,6921,7726,9358,FALSE
Global Education Academy,global-education-academy,19,Los Angeles,64733,0114967,0934,228,1.00,8111,9192,11270,FALSE
Global Education Academy 2,global-education-academy-2,19,Los Angeles,64733,0129833,1641,34,0.97,8991,9743,11538,FALSE
Global Education Academy Middle,global-education-academy-middle,19,Los Angeles,64733,0128116,1561,124,1.00,8577,9214,10833,FALSE
Global Youth Charter,global-youth-charter,34,Sacramento,73973,0106377,0617,74,0.65,7649,8741,10784,FALSE
Goethe International Charter,goethe-international-charter,19,Los Angeles,64733,0117978,1036,420,0.52,6729,7631,9360,FALSE
Gold Oak Union Elementary,gold-oak-union-elementary,09,El Dorado,61879,0000000,,447,0.43,7337,8048,9567,FALSE
Gold Rush Charter,gold-rush-charter,55,Tuolumne,72413,0112276,0807,376,0.46,7095,7932,9626,FALSE
Gold Trail Union Elementary,gold-trail-union-elementary,09,El Dorado,61887,0000000,,616,0.30,6915,7638,9146,FALSE
Golden Eagle Charter,golden-eagle-charter,47,Siskiyou,10470,0117168,0983,365,0.71,7429,8535,10570,FALSE
Golden Feather Union Elementary,golden-feather-union-elementary,04,Butte,61457,0000000,,110,0.86,9865,10533,12202,FALSE
Golden Oak Montessori of Hayward,golden-oak-montessori-of-hayward,01,Alameda,61192,0119248,1067,203,0.17,6486,7130,8539,FALSE
Golden Plains Unified,golden-plains-unified,10,Fresno,75234,0000000,,1815,0.95,9338,10336,12405,FALSE
Golden Valley Charter,golden-valley-charter,56,Ventura,72470,5630363,0356,749,0.26,6604,7359,8908,FALSE
Golden Valley Charter School of Sacramento,golden-valley-charter-school-of-sacramento,34,Sacramento,67447,0114983,0946,448,0.39,6705,7449,8996,FALSE
Golden Valley Unified,golden-valley-unified,20,Madera,75580,0000000,,1900,0.38,7735,8367,9819,FALSE
Gompers Preparatory Academy,gompers-preparatory-academy,37,San Diego,68338,0119610,1080,1093,0.94,7857,8873,10850,FALSE
Gonzales Unified,gonzales-unified,27,Monterey,75473,0000000,,2360,0.89,8346,9601,11892,FALSE
Gorman Elementary,gorman-elementary,19,Los Angeles,64584,0000000,,101,0.62,8089,8662,10099,FALSE
Gorman Learning Center,gorman-learning-center,19,Los Angeles,64584,1996305,0285,2023,0.36,7049,7832,9459,FALSE
Grace Hopper STEM Academy,grace-hopper-stem-academy,19,Los Angeles,64634,0128991,1612,72,1.00,7981,9048,11097,FALSE
Granada Community Charter,granada-community-charter,19,Los Angeles,64733,6017339,1583,432,0.75,8489,9024,10516,FALSE
Granada Hills Charter High,granada-hills-charter-high,19,Los Angeles,64733,1933746,0572,4267,0.52,7955,8861,10724,FALSE
Grant Elementary,grant-elementary,45,Shasta,70003,0000000,,631,0.15,6603,7257,8679,FALSE
Grass Valley Charter,grass-valley-charter,29,Nevada,66332,6111140,0022,491,0.25,6452,7197,8718,FALSE
Grass Valley Elementary,grass-valley-elementary,29,Nevada,66332,0000000,,1164,0.70,7690,8608,10421,FALSE
Gratton Charter,gratton-charter,50,Stanislaus,71084,0120089,1099,112,0.10,6491,7097,8464,FALSE
Gravenstein Elementary,gravenstein-elementary,49,Sonoma,70714,6051742,1445,397,0.17,6422,7164,8680,FALSE
Graves Elementary,graves-elementary,27,Monterey,66027,0000000,,39,0.58,7981,8440,9763,FALSE
Grayson Charter,grayson-charter,50,Stanislaus,71217,6052922,0253,242,0.98,7630,8730,10780,FALSE
Great Valley Academy,great-valley-academy,50,Stanislaus,10504,0117457,0985,780,0.41,6807,7488,8974,FALSE
Great Valley Academy - Manteca,great-valley-academy-manteca,39,San Joaquin,68627,0124768,1328,724,0.30,6597,7325,8842,FALSE
Greater San Diego Academy,greater-san-diego-academy,37,San Diego,68155,6117303,0261,350,0.48,7008,7842,9524,FALSE
Green Point Elementary,green-point-elementary,12,Humboldt,62851,0000000,,8,0.75,21259,22007,24838,FALSE
Green Valley Charter,green-valley-charter,24,Merced,65755,0125575,1385,145,0.62,6926,7900,9734,FALSE
Greenfield Union Elementary,greenfield-union-elementary,27,Monterey,66035,0000000,,9015,0.88,7508,8868,11196,FALSE
Greenfield Union Elementary,greenfield-union-elementary,27,Monterey,66035,0000000,,3320,0.93,7675,8868,11196,FALSE
Grenada Elementary,grenada-elementary,47,Siskiyou,70326,0000000,,177,0.59,7594,8213,9627,FALSE
Gridley Unified,gridley-unified,04,Butte,75507,0000000,,1978,0.75,7939,9036,11101,FALSE
Grimmway Academy,grimmway-academy,15,Kern,10157,0124040,1292,545,0.88,7605,8899,11168,FALSE
Grizzly ChalleNGe Charter,grizzly-challenge-charter,40,San Luis Obispo,10405,0101725,0566,226,0.75,8089,9132,11164,FALSE
Grossmont Union High,grossmont-union-high,37,San Diego,68130,0000000,,16790,0.56,8463,9253,11017,FALSE
Grove,grove,36,San Bernardino,67843,3630928,0180,201,0.27,7256,8015,9636,FALSE
Grover Cleveland Charter High,grover-cleveland-charter-high,19,Los Angeles,64733,1931864,1571,3106,0.66,8834,9664,11531,FALSE
Guadalupe Union Elementary,guadalupe-union-elementary,42,Santa Barbara,69203,0000000,,1218,0.91,7541,8952,11344,FALSE
Guajome Learning Center,guajome-learning-center,37,San Diego,68452,0124917,1351,88,0.29,7477,8132,9657,FALSE
Guajome Park Academy Charter,guajome-park-academy-charter,37,San Diego,68452,3730942,0050,1226,0.55,7251,8053,9723,FALSE
Guerneville Elementary,guerneville-elementary,49,Sonoma,70722,0000000,,264,0.63,7365,8098,9701,FALSE
Guidance Charter,guidance-charter,19,Los Angeles,64857,6119580,0427,690,0.82,7428,8823,11189,FALSE
Gustine Unified,gustine-unified,24,Merced,73619,0000000,,1755,0.78,7899,9066,11207,FALSE
Hacienda la Puente Unified,hacienda-la-puente-unified,19,Los Angeles,73445,0000000,,19308,0.78,8460,9394,11323,FALSE
Hallmark Charter,hallmark-charter,10,Fresno,62414,1030766,0257,410,0.48,7035,7918,9659,FALSE
Hamilton Unified,hamilton-unified,11,Glenn,76562,0000000,,704,0.82,8440,9526,11631,FALSE
Hamlin Charter Academy,hamlin-charter-academy,19,Los Angeles,64733,6017438,1472,446,0.56,6789,7684,9412,FALSE
Hanford Elementary,hanford-elementary,16,Kings,63917,0000000,,5432,0.82,7591,8769,10895,FALSE
Hanford Joint Union High,hanford-joint-union-high,16,Kings,63925,0000000,,3669,0.59,8253,9196,11125,FALSE
Happy Camp Union Elementary,happy-camp-union-elementary,47,Siskiyou,70334,0000000,,114,0.45,8503,8728,9554,FALSE
Happy Valley Elementary,happy-valley-elementary,44,Santa Cruz,69757,0000000,,131,0.14,6461,7182,8633,FALSE
Happy Valley Union Elementary,happy-valley-union-elementary,45,Shasta,70011,0000000,,516,0.70,7744,8733,10614,FALSE
Harbor Springs Charter,harbor-springs-charter,37,San Diego,68163,0128421,1589,489,0.52,7406,7907,9249,FALSE
Hardy Brown College Prep,hardy-brown-college-prep,36,San Bernardino,67876,0122317,1155,356,0.93,7683,9167,11660,FALSE
Harmony Magnet Academy,harmony-magnet-academy,54,Tulare,75523,0116590,0970,466,0.57,8057,8993,10899,FALSE
Harriet Tubman Village Charter,harriet-tubman-village-charter,37,San Diego,68338,6040018,0046,343,0.85,7454,8303,10047,FALSE
Hart-Ransom Academic Charter,hart-ransom-academic-charter,50,Stanislaus,71092,6112965,0080,298,0.58,6814,7774,9578,FALSE
Hart-Ransom Union Elementary,hart-ransom-union-elementary,50,Stanislaus,71092,0000000,,791,0.57,6986,7833,9511,FALSE
Harvest Ridge Cooperative Charter/Placer Academy,harvest-ridge-cooperative-charter-placer-academy,31,Placer,66852,0121608,1179,370,0.10,6474,7124,8540,FALSE
Hawthorne Elementary,hawthorne-elementary,19,Los Angeles,64592,0000000,,8103,0.90,7635,9029,11400,FALSE
Hawthorne Math and Science Academy,hawthorne-math-and-science-academy,19,Los Angeles,64592,0100354,0523,546,0.78,8529,9905,12364,FALSE
Haynes Charter For Enriched Studies,haynes-charter-for-enriched-studies,19,Los Angeles,64733,6017529,1470,402,0.19,6461,7207,8731,FALSE
Hayward Unified,hayward-unified,01,Alameda,61192,0000000,,19748,0.80,8076,9135,11176,FALSE
Healdsburg Charter,healdsburg-charter,49,Sonoma,75390,0124230,1295,210,0.41,6731,7537,9158,FALSE
Health Careers Academy,health-careers-academy,39,San Joaquin,68676,0123802,1283,448,0.84,8558,10093,12737,FALSE
Health Sciences High,health-sciences-high,37,San Diego,68338,0114462,0876,537,0.77,8279,9435,11616,FALSE
Health Sciences Middle,health-sciences-middle,37,San Diego,68338,0128066,1517,141,0.65,7532,8083,9495,FALSE
Heather Elementary,heather-elementary,41,San Mateo,69021,6044754,0259,432,0.26,6525,7331,8930,FALSE
Heber Elementary,heber-elementary,13,Imperial,63131,0000000,,1201,0.96,7819,9232,11652,FALSE
Helendale Elementary,helendale-elementary,36,San Bernardino,67736,0000000,,591,0.50,6770,7579,9201,FALSE
Helix High,helix-high,37,San Diego,68130,3732732,0150,2348,0.62,8198,9218,11236,FALSE
Hemet Unified,hemet-unified,33,Riverside,67082,0000000,,19764,0.82,7748,9105,11452,FALSE
Heritage Digital Academy Charter Middle,heritage-digital-academy-charter-middle,37,San Diego,68098,0128769,1603,274,0.40,6762,7360,8747,FALSE
Heritage K-8 Charter,heritage-k-8-charter,37,San Diego,68098,0101535,0556,586,0.36,6754,7448,8944,FALSE
Heritage Peak Charter,heritage-peak-charter,34,Sacramento,76505,0108415,0687,1095,0.64,7549,8594,10573,FALSE
Hermosa Beach City Elementary,hermosa-beach-city-elementary,19,Los Angeles,64600,0000000,,1424,0.04,6455,7030,8356,FALSE
Hesby Oaks Leadership Charter,hesby-oaks-leadership-charter,19,Los Angeles,64733,0112060,1468,536,0.18,6431,7103,8540,FALSE
Hesperia Unified,hesperia-unified,36,San Bernardino,75044,0000000,,20656,0.74,7482,8754,10989,FALSE
Hickman Community Charter,hickman-community-charter,50,Stanislaus,71100,0000000,,1105,0.33,6700,7372,8835,FALSE
High Tech Elementary Chula Vista,high-tech-elementary-chula-vista,37,San Diego,76471,0123059,0756,393,0.64,6953,7879,9660,FALSE
High Tech Elementary North County,high-tech-elementary-north-county,37,San Diego,76471,0127605,0756,293,0.58,6933,7765,9437,FALSE
High Tech High,high-tech-high,37,San Diego,68338,3731247,0269,558,0.34,8135,8804,10368,FALSE
High Tech High Chula Vista,high-tech-high-chula-vista,37,San Diego,76471,0114678,0756,595,0.55,7895,8859,10780,FALSE
High Tech High International,high-tech-high-international,37,San Diego,68338,0106732,0623,379,0.40,7856,8708,10497,FALSE
High Tech High Media Arts,high-tech-high-media-arts,37,San Diego,68338,0108787,0622,382,0.50,7895,8810,10677,FALSE
High Tech High North County,high-tech-high-north-county,37,San Diego,76471,0114694,0756,522,0.29,7675,8514,10271,FALSE
High Tech LA,high-tech-la,19,Los Angeles,64733,0100677,0537,366,0.51,7799,8775,10700,FALSE
High Tech Middle,high-tech-middle,37,San Diego,68338,0101204,0546,309,0.42,6667,7330,8779,FALSE
High Tech Middle Chula Vista,high-tech-middle-chula-vista,37,San Diego,76471,0123042,0756,309,0.56,6840,7530,9031,FALSE
